ATVI,0.0018839267821734221,0.9988369153856268,0.999760258636304
ADBE,0.08246671274999874,0.9185337417318945,0.9998617468650624
AMD,0.992101909811249,-0.020058808021142908,0.9971071984412145
ALXN,-0.0504000599613625,1.050375722231186,0.9996688912166257
ALGN,-0.13786141498731416,1.142358669208856,0.9995537301257876
GOOG,0.0703606574356132,0.9294811605848253,0.9997953007356097
GOOGL,0.05053567156848629,0.9494410132704052,0.9997949537088854
AMZN,0.2030263486526738,0.793444001806235,0.9998850863460641
AAL,0.11437213867030017,0.8816847292434389,0.9992575151722558
AMGN,-0.022730280391077235,1.0235135631723205,0.999877842219053
ADI,0.8977708430070265,0.08983974861328668,0.9996358783767318
ANSS,0.33090781061597135,0.6671897706629351,0.9998703490912008
AAPL,0.0688434681817888,0.9307347294802739,0.9999196706209332
AMAT,0.39214995930652075,0.6012561253732425,0.9996851934540244
ASML,0.029871846562760887,0.9692683816225922,0.9998997654250311
ADSK,0.0652373452385701,0.9356423387320324,0.9998156787968682
ADP,0.6615103892572597,0.3326218382159744,0.9998468116880092
BIDU,-0.02766604046645621,1.0283986028510206,0.9995352181009085
BIIB,-0.02084862079333711,1.0219293303322068,0.9997367974355295
BMRN,0.33239949525023,0.6645389976407798,0.9995585080123509
BKNG,-0.0808936064846689,1.08238022606483,0.999798777837074
AVGO,0.014952888930300794,0.9835190433009967,0.9997399551760036
CDNS,0.9699365669148721,0.016551915081843928,0.9989175428855956
CDW,-0.06379470209990229,1.0650808356756412,0.9996903948664482
CERN,0.27599119420841095,0.7223286474538807,0.9998418272508489
CHTR,-0.01571711114271277,1.0176971083711686,0.9997697865792492
CHKP,0.05397162971558213,0.9475608746137364,0.9995171729592691
CTAS,0.9687738642851453,0.023859759811391056,0.9998387144705277
CSCO,0.08593307892606983,0.913371263083135,0.9994697040920738
CTXS,0.0557894359211583,0.9439209399860798,0.9994303885515673
CTSH,-0.042285940620500374,1.0431730629570928,0.9997863151438569
CMCSA,0.9578940772221597,0.034130026271615835,0.9998204099871384
CPRT,-0.042887266010069765,1.044384882716607,0.9998859896916452
CSGP,0.12721277300641304,0.8731880730711977,0.9998664216566754
COST,-0.07443136234343838,1.0744388363080286,0.9999023348940038
CSX,0.022461269765256735,0.9782967064674729,0.999896246445972
DLTR,-0.08094357167105384,1.0824998624228899,0.9997475020106504
EBAY,0.0258505872766283,0.9749952352620231,0.9996038696656719
EA,0.07493800968972239,0.9259182130201439,0.999714771982433
EXC,0.929452029593428,0.0634675305340569,0.9998409797768593
EXPE,-0.1151692366077932,1.1174882059279114,0.9996274749901469
FB,0.04848948950748729,0.9525824999613031,0.9995410827894756
FAST,0.34060696450759315,0.6557962945708302,0.9998322645511568
FISV,0.7125988354715077,0.28106012508069994,0.999866481144578
FOX,-0.12653469781018084,1.1246265494245302,0.9887423028889119
FOXA,0.8125737839534223,0.17993084424556519,0.9849640554288225
GILD,-0.13925645808961154,1.1409713692787347,0.9998460546920986
IDXX,-0.0063115626723114805,1.0068368972770916,0.9998917774730369
ILMN,0.01427714211188629,0.9858142802770434,0.9997442357733242
INCY,0.17315765212125012,0.8256001486603289,0.9995243227267573
INTC,0.027355997754147248,0.9728367492816442,0.9997671433090848
INTU,0.07249301465178404,0.9277222336719994,0.9998606944645351
ISRG,-0.010098891191941455,1.0096008541874988,0.9997996426469397
JD,0.09535111461896983,0.9026859980587596,0.996003654256192
KLAC,0.9726594578721433,0.013178412163290472,0.9996117538649039
LRCX,0.8877062999310715,0.09902977965532941,0.9997334519778676
LBTYA,0.2185666997864173,0.7801377602837978,0.9992820184860457
LBTYK,0.20894319707282796,0.7900589089004738,0.999373497194021
LULU,-0.0011396709546353605,1.0022326984719219,0.9996226097643282
MAR,0.18559872083470608,0.8123815731434022,0.9998796923844733
MXIM,0.1610738718967219,0.8376317036799106,0.9994945722247228
MELI,0.006897877024597222,0.9950928641251384,0.9995200660544068
MCHP,0.007965869895532225,0.9918751698953956,0.9997664956242442
MU,0.9378305591201945,0.037657746048937325,0.998869616404747
MSFT,0.012222653275829198,0.9890358352983493,0.9999017174429083
MDLZ,0.16324431494746622,0.83701121661171,0.9997248904963747
MNST,0.1797198143927935,0.818543126771221,0.999844562322477
NTAP,0.05758929994516919,0.943887145655359,0.9983754439182277
NTES,0.06494450993793201,0.934714561910644,0.9997093128910624
NFLX,0.26362426934060995,0.7322593610128523,0.9997316358443938
NVDA,0.11210746769967589,0.8863924525573316,0.9997034817735135
NXPI,0.1023952622482055,0.8961015438559077,0.9995033581478868
ORLY,-0.0822618014879584,1.084787285621142,0.9998448586140991
PCAR,0.2449498208663968,0.7521900685922138,0.9998747612269616
PAYX,0.7782585303679221,0.21542663206125853,0.9998707111335685
PYPL,0.12929609789743782,0.8697388358389736,0.999423564388731
PEP,-0.08446347618278449,1.0856596238439173,0.9999143232490255
QCOM,-0.0012815491576711844,1.0026325201047859,0.9995244779777723
REGN,0.1887447881920474,0.8097985844889123,0.999817475821683
ROST,0.23608857685832527,0.7624797578055612,0.999908354443492
SGEN,0.1681177566733411,0.8310276327113025,0.9995326313505719
SIRI,0.05605560317282516,0.9428877894648401,0.9985274744112055
SWKS,0.26144259317290713,0.7333020234771905,0.9996720200699967
SPLK,0.13021795881565168,0.866579454845082,0.9985079193138258
SBUX,-0.008974474479031061,1.0091937240673803,0.9998903547213333
SNPS,0.09279162664102346,0.907295321331116,0.9997446429888472
TMUS,-0.0791446455744799,1.0803579222431585,0.9993913362864434
TTWO,0.05824990202284831,0.9415439995436088,0.9996470944389271
TSLA,-0.04803700261167678,1.0477071451048325,0.9978942280689376
TXN,0.1268500625195131,0.8725731272392723,0.9998602232314101
KHC,-0.01596059814206116,1.0169884418130408,0.999116379408752
TCOM,0.10910388742507761,0.8890380886377516,0.9994597336930244
ULTA,-0.06664938116912689,1.0682285319297549,0.9996385551966878
UAL,0.04051568429294143,0.9578707182666465,0.9992369771429154
VRSN,-0.06585767896211457,1.0678521672469314,0.9991759916151747
VRSK,0.14317627011632048,0.8562811466919193,0.9997294017361422
VRTX,0.17543503583526637,0.822987758788049,0.9996021667271752
WBA,0.5331801738565665,0.4610497420510146,0.9997331725236724
WDC,0.995066937861695,-0.011598746635457471,0.9993506730286494
WLTW,0.05217986163110581,0.9477240936809215,0.9995610018764548
WDAY,-0.00027796387039370676,1.0021399752359998,0.9988612259533338
XEL,0.9982731574805196,-0.0037264814943933277,0.9999029335581952
XLNX,-0.08654463103372692,1.0875365996079984,0.9993922431552286
